[matematika] pertanyaan m35: 'Volume balok 5 x 4 x 3 cm adalah...' -> 'Volume balok 5 × 4 × 3 cm adalah...'
[numerik] pertanyaan n2: '78 x 23 = ...' -> '78 × 23 = ...'
[numerik] pertanyaan n10: '0.125 x 0.8 = ...' -> '0.125 × 0.8 = ...'
[numerik] pertanyaan n12: '144 / 12 x 3 = ...' -> '144 / 12 × 3 = ...'
[numerik] pertanyaan n20: '1001 x 11 = ...' -> '1001 × 11 = ...'
[numerik] pertanyaan n21: '45 x 11 = ...' -> '45 × 11 = ...'
[numerik] pertanyaan n32: '48 x 25 = ...' -> '48 × 25 = ...'
[numerik] pertanyaan n39: '8 x 125 = ...' -> '8 × 125 = ...'
[numerik] pertanyaan n42: '12 x 12 = ...' -> '12 × 12 = ...'
[numerik] pertanyaan n44: '2 x 3 x 4 x 5 = ...' -> '2 × 3 × 4 × 5 = ...'
[numerik] pertanyaan n47: '15 x 15 = ...' -> '15 × 15 = ...'
[numerik] pertanyaan n52: '16 x 5 = ...' -> '16 × 5 = ...'
[numerik] pertanyaan n59: '7 x 8 = ...' -> '7 × 8 = ...'
[verbal] pertanyaan v1: 'PERWIRA:TNI = KOMISIONER:...' -> 'PERWIRA : TNI = KOMISIONER : ...'
[verbal] pertanyaan v3: 'SENJATA:PRAJURIT = SKALPEL:...' -> 'SENJATA : PRAJURIT = SKALPEL : ...'
[verbal] pertanyaan v6: 'MILITER:BARAK = TAHANAN:...' -> 'MILITER : BARAK = TAHANAN : ...'
[verbal] pertanyaan v8: 'BERANI:PENAKUT = DISIPLIN:...' -> 'BERANI : PENAKUT = DISIPLIN : ...'
[verbal] pertanyaan v10: 'STRATEGI:TAKTIK = KEBIJAKAN:...' -> 'STRATEGI : TAKTIK = KEBIJAKAN : ...'
[verbal] pertanyaan v12: 'KOMANDAN:PASUKAN = GURU:...' -> 'KOMANDAN : PASUKAN = GURU : ...'
[verbal] pertanyaan v14: 'AKADEMI MILITER:PERWIRA = UNIVERSITAS:...' -> 'AKADEMI MILITER : PERWIRA = UNIVERSITAS : ...'
[verbal] pertanyaan v16: 'PRAJURIT:SENJATA = DOKTER:...' -> 'PRAJURIT : SENJATA = DOKTER : ...'
[verbal] pertanyaan v19: 'INISIATIF:PASIF = DISIPLIN:...' -> 'INISIATIF : PASIF = DISIPLIN : ...'
[verbal] pertanyaan v22: 'PANGKAT:TNI = KELAS:...' -> 'PANGKAT : TNI = KELAS : ...'
[verbal] pertanyaan v25: 'LATIHAN:UJIAN = PEMANASAN:...' -> 'LATIHAN : UJIAN = PEMANASAN : ...'
[verbal] pertanyaan v28: 'PERWIRA:PRAJURIT = DOKTER:...' -> 'PERWIRA : PRAJURIT = DOKTER : ...'
[verbal] pertanyaan v32: 'SENJATA:TENTARA = STETOSKOP:...' -> 'SENJATA : TENTARA = STETOSKOP : ...'
[verbal] pertanyaan v38: 'JENDERAL:PERWIRA = DOKTER:...' -> 'JENDERAL : PERWIRA = DOKTER : ...'
[verbal] pertanyaan v41: 'MILITER:NEGARA = POLISI:...' -> 'MILITER : NEGARA = POLISI : ...'
[verbal] pertanyaan v45: 'PERWIRA:TNI = DOKTER:...' -> 'PERWIRA : TNI = DOKTER : ...'
[verbal] pertanyaan v49: 'TENTARA:SENJATA = PETANI:...' -> 'TENTARA : SENJATA = PETANI : ...'
[verbal] pertanyaan v59: 'KALAH:MENANG = MUNDUR:...' -> 'KALAH : MENANG = MUNDUR : ...'
[kraepelin] pertanyaan k31: 'Berapa hasil 3 + 4? (jika hasil ≥ 10, tulis satuannya saja)' -> 'Berapa hasil 3 + 4? (jika hasil ≥10, tulis satuannya saja)'
[kraepelin] pertanyaan k55: 'Berapa hasil 4 + 5? (jika hasil ≥ 10, tulis satuannya saja)' -> 'Berapa hasil 4 + 5? (jika hasil ≥10, tulis satuannya saja)'
[kraepelin] pertanyaan k56: 'Berapa hasil 3 + 3? (jika hasil ≥ 10, tulis satuannya saja)' -> 'Berapa hasil 3 + 3? (jika hasil ≥10, tulis satuannya saja)'
[kraepelin] pertanyaan k58: 'Berapa hasil 5 + 6? (jika hasil ≥ 10, tulis satuannya saja)' -> 'Berapa hasil 5 + 6? (jika hasil ≥10, tulis satuannya saja)'
[kraepelin] pertanyaan k60: 'Berapa hasil 3 + 6? (jika hasil ≥ 10, tulis satuannya saja)' -> 'Berapa hasil 3 + 6? (jika hasil ≥10, tulis satuannya saja)'
[kraepelin] pertanyaan k61: 'Berapa hasil 5 + 3? (jika hasil ≥ 10, tulis satuannya saja)' -> 'Berapa hasil 5 + 3? (jika hasil ≥10, tulis satuannya saja)'
[kraepelin] pertanyaan k62: 'Berapa hasil 8 + 2? (jika hasil ≥ 10, tulis satuannya saja)' -> 'Berapa hasil 8 + 2? (jika hasil ≥10, tulis satuannya saja)'
[kraepelin] pertanyaan k63: 'Berapa hasil 9 + 1? (jika hasil ≥ 10, tulis satuannya saja)' -> 'Berapa hasil 9 + 1? (jika hasil ≥10, tulis satuannya saja)'
[kraepelin] pertanyaan k64: 'Berapa hasil 9 + 7? (jika hasil ≥ 10, tulis satuannya saja)' -> 'Berapa hasil 9 + 7? (jika hasil ≥10, tulis satuannya saja)'
[kraepelin] pertanyaan k66: 'Berapa hasil 9 + 4? (jika hasil ≥ 10, tulis satuannya saja)' -> 'Berapa hasil 9 + 4? (jika hasil ≥10, tulis satuannya saja)'
[kraepelin] pertanyaan k68: 'Berapa hasil 2 + 4? (jika hasil ≥ 10, tulis satuannya saja)' -> 'Berapa hasil 2 + 4? (jika hasil ≥10, tulis satuannya saja)'
[kraepelin] pertanyaan k70: 'Berapa hasil 2 + 1? (jika hasil ≥ 10, tulis satuannya saja)' -> 'Berapa hasil 2 + 1? (jika hasil ≥10, tulis satuannya saja)'
[kraepelin] pertanyaan k71: 'Berapa hasil 2 + 7? (jika hasil ≥ 10, tulis satuannya saja)' -> 'Berapa hasil 2 + 7? (jika hasil ≥10, tulis satuannya saja)'
[kraepelin] pertanyaan k72: 'Berapa hasil 1 + 5? (jika hasil ≥ 10, tulis satuannya saja)' -> 'Berapa hasil 1 + 5? (jika hasil ≥10, tulis satuannya saja)'
[kraepelin] pertanyaan k73: 'Berapa hasil 6 + 1? (jika hasil ≥ 10, tulis satuannya saja)' -> 'Berapa hasil 6 + 1? (jika hasil ≥10, tulis satuannya saja)'
[kraepelin] pertanyaan k74: 'Berapa hasil 1 + 8? (jika hasil ≥ 10, tulis satuannya saja)' -> 'Berapa hasil 1 + 8? (jika hasil ≥10, tulis satuannya saja)'
[kraepelin] pertanyaan k75: 'Berapa hasil 6 + 4? (jika hasil ≥ 10, tulis satuannya saja)' -> 'Berapa hasil 6 + 4? (jika hasil ≥10, tulis satuannya saja)'
[kraepelin] pertanyaan k76: 'Berapa hasil 7 + 9? (jika hasil ≥ 10, tulis satuannya saja)' -> 'Berapa hasil 7 + 9? (jika hasil ≥10, tulis satuannya saja)'
[kraepelin] pertanyaan k78: 'Berapa hasil 7 + 6? (jika hasil ≥ 10, tulis satuannya saja)' -> 'Berapa hasil 7 + 6? (jika hasil ≥10, tulis satuannya saja)'
[kraepelin] pertanyaan k79: 'Berapa hasil 3 + 2? (jika hasil ≥ 10, tulis satuannya saja)' -> 'Berapa hasil 3 + 2? (jika hasil ≥10, tulis satuannya saja)'
[kraepelin] pertanyaan k80: 'Berapa hasil 4 + 1? (jika hasil ≥ 10, tulis satuannya saja)' -> 'Berapa hasil 4 + 1? (jika hasil ≥10, tulis satuannya saja)'
[kraepelin] pertanyaan k81: 'Berapa hasil 4 + 7? (jika hasil ≥ 10, tulis satuannya saja)' -> 'Berapa hasil 4 + 7? (jika hasil ≥10, tulis satuannya saja)'
[kraepelin] pertanyaan k82: 'Berapa hasil 3 + 5? (jika hasil ≥ 10, tulis satuannya saja)' -> 'Berapa hasil 3 + 5? (jika hasil ≥10, tulis satuannya saja)'
[kraepelin] pertanyaan k83: 'Berapa hasil 4 + 4? (jika hasil ≥ 10, tulis satuannya saja)' -> 'Berapa hasil 4 + 4? (jika hasil ≥10, tulis satuannya saja)'
[kraepelin] pertanyaan k84: 'Berapa hasil 8 + 4? (jika hasil ≥ 10, tulis satuannya saja)' -> 'Berapa hasil 8 + 4? (jika hasil ≥10, tulis satuannya saja)'
[kraepelin] pertanyaan k85: 'Berapa hasil 9 + 3? (jika hasil ≥ 10, tulis satuannya saja)' -> 'Berapa hasil 9 + 3? (jika hasil ≥10, tulis satuannya saja)'
[kraepelin] pertanyaan k86: 'Berapa hasil 5 + 8? (jika hasil ≥ 10, tulis satuannya saja)' -> 'Berapa hasil 5 + 8? (jika hasil ≥10, tulis satuannya saja)'
[kraepelin] pertanyaan k87: 'Berapa hasil 9 + 9? (jika hasil ≥ 10, tulis satuannya saja)' -> 'Berapa hasil 9 + 9? (jika hasil ≥10, tulis satuannya saja)'
[kraepelin] pertanyaan k88: 'Berapa hasil 8 + 7? (jika hasil ≥ 10, tulis satuannya saja)' -> 'Berapa hasil 8 + 7? (jika hasil ≥10, tulis satuannya saja)'
[kraepelin] pertanyaan k89: 'Berapa hasil 1 + 1? (jika hasil ≥ 10, tulis satuannya saja)' -> 'Berapa hasil 1 + 1? (jika hasil ≥10, tulis satuannya saja)'
[kraepelin] pertanyaan k90: 'Berapa hasil 9 + 6? (jika hasil ≥ 10, tulis satuannya saja)' -> 'Berapa hasil 9 + 6? (jika hasil ≥10, tulis satuannya saja)'
[kraepelin] pertanyaan k91: 'Berapa hasil 1 + 4? (jika hasil ≥ 10, tulis satuannya saja)' -> 'Berapa hasil 1 + 4? (jika hasil ≥10, tulis satuannya saja)'
[kraepelin] pertanyaan k92: 'Berapa hasil 2 + 3? (jika hasil ≥ 10, tulis satuannya saja)' -> 'Berapa hasil 2 + 3? (jika hasil ≥10, tulis satuannya saja)'
[kraepelin] pertanyaan k93: 'Berapa hasil 2 + 9? (jika hasil ≥ 10, tulis satuannya saja)' -> 'Berapa hasil 2 + 9? (jika hasil ≥10, tulis satuannya saja)'
[kraepelin] pertanyaan k94: 'Berapa hasil 1 + 7? (jika hasil ≥ 10, tulis satuannya saja)' -> 'Berapa hasil 1 + 7? (jika hasil ≥10, tulis satuannya saja)'
[kraepelin] pertanyaan k95: 'Berapa hasil 2 + 6? (jika hasil ≥ 10, tulis satuannya saja)' -> 'Berapa hasil 2 + 6? (jika hasil ≥10, tulis satuannya saja)'
[kraepelin] pertanyaan k96: 'Berapa hasil 7 + 2? (jika hasil ≥ 10, tulis satuannya saja)' -> 'Berapa hasil 7 + 2? (jika hasil ≥10, tulis satuannya saja)'
[kraepelin] pertanyaan k97: 'Berapa hasil 6 + 6? (jika hasil ≥ 10, tulis satuannya saja)' -> 'Berapa hasil 6 + 6? (jika hasil ≥10, tulis satuannya saja)'
[kraepelin] pertanyaan k98: 'Berapa hasil 7 + 5? (jika hasil ≥ 10, tulis satuannya saja)' -> 'Berapa hasil 7 + 5? (jika hasil ≥10, tulis satuannya saja)'
[kraepelin] pertanyaan k99: 'Berapa hasil 6 + 3? (jika hasil ≥ 10, tulis satuannya saja)' -> 'Berapa hasil 6 + 3? (jika hasil ≥10, tulis satuannya saja)'
[kraepelin] pertanyaan k100: 'Berapa hasil 6 + 9? (jika hasil ≥ 10, tulis satuannya saja)' -> 'Berapa hasil 6 + 9? (jika hasil ≥10, tulis satuannya saja)'
[tes_gambar] pertanyaan tg12: 'Matriks 3x3: baris 1 = segitiga, lingkaran, persegi. Baris 2 = lingkar' -> 'Matriks 3x3: baris 1 = segitiga, lingkaran, persegi. Baris 2 = lingkar'
[tes_gambar] pertanyaan tg19: 'Pola: lingkaran besar berisi lingkaran kecil, persegi besar berisi per' -> 'Pola: lingkaran besar berisi lingkaran kecil, persegi besar berisi per'
[tes_gambar] pertanyaan tg28: 'Pola: persegi besar berisi segitiga, segitiga besar berisi lingkaran, ' -> 'Pola: persegi besar berisi segitiga, segitiga besar berisi lingkaran, '
[tes_gambar] pertanyaan tg36: 'Perhatikan gambar berikut. Sebuah kisi persegi berukuran 2 x 2 terdiri' -> 'Perhatikan gambar berikut. Sebuah kisi persegi berukuran 2 × 2 terdiri'
